,id,season,stage,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,outcome
676,2405,2009/2010,36,2010-04-25 00:00:00,22,12,0,4,5.5,4.0,1.62,5.4,3.7,1.55,5.5,4.0,1.57,2.2,3.67,3.64,5.5,4.0,1.57,6.0,4.0,1.57,-1
677,2406,2009/2010,36,2010-04-24 00:00:00,8,17,2,2,1.53,4.0,6.5,1.55,3.7,5.4,1.5,4.0,7.0,2.2,3.67,3.64,1.53,4.0,6.0,1.5,4.0,7.0,0
678,2407,2009/2010,36,2010-04-25 00:00:00,5,23,1,0,1.62,3.75,6.0,1.65,3.5,4.6,1.62,3.75,5.5,2.2,3.67,3.64,1.57,3.8,6.0,1.57,4.0,6.0,1
679,2408,2009/2010,36,2010-04-24 00:00:00,2,18,0,0,2.0,3.5,3.75,1.9,3.4,3.55,1.83,3.5,4.2,2.2,3.67,3.64,1.95,3.5,3.8,1.91,3.5,4.0,0
680,2409,2009/2010,37,2010-05-03 00:00:00,20,9,2,2,1.8,3.6,4.5,1.8,3.4,4.0,1.83,3.5,4.33,2.2,3.67,3.64,1.75,3.5,4.8,1.8,3.6,4.5,0
681,2410,2009/2010,37,2010-05-01 00:00:00,15,8,1,0,1.29,5.5,10.0,1.2,5.5,12.0,1.29,5.0,12.0,2.2,3.67,3.64,1.25,5.5,12.0,1.25,6.0,11.0,1
682,2411,2009/2010,37,2010-05-02 00:00:00,3,1,0,1,9.5,4.75,1.36,7.3,4.5,1.35,9.0,4.5,1.36,2.2,3.67,3.64,8.0,4.8,1.36,9.0,4.75,1.36,-1
683,2412,2009/2010,37,2010-05-01 00:00:00,11,6,0,0,3.6,3.3,2.1,3.1,3.3,2.1,3.5,3.3,2.1,2.2,3.67,3.64,3.6,3.3,2.05,3.75,3.4,2.0,0
684,2413,2009/2010,37,2010-05-01 00:00:00,17,21,3,1,2.38,3.25,3.1,2.3,3.2,2.8,2.5,3.25,2.8,2.2,3.67,3.64,2.4,3.3,2.9,2.38,3.2,3.0,1
685,2414,2009/2010,37,2010-05-01 00:00:00,18,5,3,1,1.83,3.6,4.33,1.85,3.4,3.8,1.83,3.5,4.33,2.2,3.67,3.64,1.83,3.6,4.2,1.91,3.5,4.0,1
686,2415,2009/2010,37,2010-05-01 00:00:00,23,22,2,1,1.5,4.2,7.0,1.55,3.7,5.4,1.5,4.0,7.0,2.2,3.67,3.64,1.5,4.1,6.5,1.5,4.0,7.0,1
687,2416,2009/2010,37,2010-05-03 00:00:00,19,2,2,1,3.5,3.4,2.1,3.3,3.1,2.1,3.75,3.4,2.0,2.2,3.67,3.64,3.5,3.4,2.05,3.6,3.4,2.05,1
688,2417,2009/2010,37,2010-05-02 00:00:00,14,4,3,2,2.38,3.25,3.1,2.1,3.1,3.3,2.25,3.25,3.25,2.2,3.67,3.64,2.25,3.25,3.2,2.3,3.25,3.2,1
689,2418,2009/2010,37,2010-05-02 00:00:00,12,10,0,2,4.0,3.8,1.83,3.8,3.4,1.85,4.0,3.4,1.91,2.2,3.67,3.64,4.0,3.6,1.85,4.33,3.75,1.8,-1
690,2419,2009/2010,38,2010-05-09 00:00:00,21,3,2,1,2.25,3.4,3.25,2.2,3.2,3.0,2.25,3.4,3.1,2.2,3.67,3.64,2.3,3.2,3.2,2.3,3.25,3.2,1
691,2420,2009/2010,38,2010-05-09 00:00:00,6,17,1,0,1.29,5.5,11.0,1.3,4.8,8.5,1.29,5.5,10.0,2.2,3.67,3.64,1.29,5.5,10.0,1.22,6.0,12.0,1
692,2421,2009/2010,38,2010-05-09 00:00:00,10,20,8,0,1.1,10.0,23.0,1.05,10.0,25.0,1.08,10.0,26.0,2.2,3.67,3.64,1.1,9.0,21.0,1.09,10.0,26.0,1
693,2422,2009/2010,38,2010-05-09 00:00:00,22,15,4,2,7.0,4.2,1.5,7.0,4.1,1.4,7.0,4.33,1.44,2.2,3.67,3.64,7.0,4.0,1.5,6.0,4.0,1.5,1
694,2423,2009/2010,38,2010-05-09 00:00:00,8,23,2,1,2.25,3.3,3.3,2.2,3.2,3.0,2.25,3.25,3.25,2.2,3.67,3.64,2.2,3.25,3.3,2.2,3.25,3.4,1
695,2424,2009/2010,38,2010-05-09 00:00:00,5,19,0,1,1.57,4.0,6.0,1.5,3.8,5.7,1.57,3.75,6.0,2.2,3.67,3.64,1.53,4.0,6.0,1.53,4.0,6.0,-1
696,2425,2009/2010,38,2010-05-09 00:00:00,2,14,4,0,1.2,7.0,13.0,1.15,6.2,14.0,1.17,7.5,13.0,2.2,3.67,3.64,1.17,7.0,15.0,1.14,8.0,15.0,1
697,2426,2009/2010,38,2010-05-09 00:00:00,1,11,4,0,1.13,8.0,23.0,1.1,7.3,15.0,1.11,9.0,19.0,2.2,3.67,3.64,1.11,8.5,21.0,1.12,7.0,23.0,1
698,2427,2009/2010,38,2010-05-09 00:00:00,4,18,1,1,4.0,3.6,1.91,3.55,3.4,1.9,4.33,3.5,1.8,2.2,3.67,3.64,4.33,3.5,1.83,4.0,3.4,1.83,0
699,2428,2009/2010,38,2010-05-09 00:00:00,9,12,0,0,6.5,3.8,1.57,5.5,3.9,1.5,6.0,3.75,1.57,2.2,3.67,3.64,6.0,4.0,1.53,7.0,4.0,1.5,0
700,2429,2009/2010,4,2009-08-29 00:00:00,1,2,2,1,2.2,3.3,3.5,2.0,3.3,3.6,2.0,3.0,3.5,2.2,3.67,3.64,2.15,3.2,3.5,2.1,3.2,3.4,1
701,2430,2009/2010,4,2009-08-29 00:00:00,15,23,2,1,1.36,4.75,9.0,1.35,4.5,8.5,1.33,4.0,8.0,2.2,3.67,3.64,1.33,4.6,10.0,1.36,4.33,9.0,1
702,2431,2009/2010,4,2009-08-30 00:00:00,5,14,2,0,1.73,3.6,5.25,1.77,3.45,4.45,1.73,3.4,4.0,2.2,3.67,3.64,1.73,3.4,5.25,1.7,3.4,5.0,1
703,2432,2009/2010,4,2009-08-30 00:00:00,6,20,2,1,1.73,3.6,5.25,1.7,3.5,4.9,1.8,3.2,4.0,2.2,3.67,3.64,1.75,3.3,5.25,1.75,3.4,4.5,1
704,2433,2009/2010,4,2009-08-29 00:00:00,21,9,1,1,2.1,3.3,3.6,2.2,3.2,3.2,2.1,3.2,3.0,2.2,3.67,3.64,2.1,3.25,3.6,2.0,3.3,3.6,0
705,2434,2009/2010,4,2009-08-29 00:00:00,19,4,0,0,2.2,3.3,3.5,2.2,3.2,3.2,2.1,3.2,3.0,2.2,3.67,3.64,2.2,3.2,3.4,2.2,3.2,3.2,0
706,2435,2009/2010,4,2009-08-29 00:00:00,8,12,2,3,7.0,4.0,1.53,6.0,3.7,1.55,5.0,3.5,1.57,2.2,3.67,3.64,7.0,3.75,1.53,6.0,3.6,1.57,-1
707,2436,2009/2010,4,2009-08-30 00:00:00,17,18,0,1,6.5,3.8,1.57,5.3,3.5,1.65,4.5,3.5,1.62,2.2,3.67,3.64,6.0,3.8,1.57,5.5,3.6,1.62,-1
708,2437,2009/2010,4,2009-08-29 00:00:00,11,3,1,0,2.38,3.25,3.2,2.3,3.2,3.0,2.2,3.2,2.8,2.2,3.67,3.64,2.38,3.1,3.1,2.2,3.2,3.2,1
709,2438,2009/2010,4,2009-08-29 00:00:00,10,22,3,0,1.14,8.0,21.0,1.17,6.0,15.0,1.14,6.0,12.0,2.2,3.67,3.64,1.14,7.0,21.0,1.14,6.5,17.0,1
710,2439,2009/2010,5,2009-09-12 00:00:00,12,22,4,0,1.2,6.5,15.0,1.22,5.3,13.0,1.17,7.0,15.0,2.2,3.67,3.64,1.17,6.5,17.0,1.2,5.5,15.0,1
711,2440,2009/2010,5,2009-09-12 00:00:00,3,9,4,1,1.75,3.5,5.0,1.8,3.4,4.3,1.8,3.25,5.0,2.2,3.67,3.64,1.75,3.3,5.25,1.8,3.3,4.5,1
712,2441,2009/2010,5,2009-09-12 00:00:00,15,1,1,3,3.1,3.4,2.3,3.0,3.1,2.35,3.1,3.4,2.25,2.2,3.67,3.64,3.1,3.3,2.3,3.0,3.3,2.25,-1
713,2442,2009/2010,5,2009-09-12 00:00:00,18,2,4,2,2.88,3.25,2.5,2.7,3.2,2.5,3.0,3.25,2.38,2.2,3.67,3.64,2.9,3.3,2.4,2.9,3.2,2.4,1
714,2443,2009/2010,5,2009-09-12 00:00:00,19,21,3,1,1.83,3.5,4.5,1.85,3.4,4.0,1.83,3.4,4.5,2.2,3.67,3.64,1.85,3.3,4.5,1.85,3.3,4.33,1
715,2444,2009/2010,5,2009-09-13 00:00:00,14,6,2,1,2.6,3.2,2.8,2.4,3.2,2.85,2.5,3.3,2.8,2.2,3.67,3.64,2.62,3.2,2.7,2.6,3.2,2.62,1
716,2445,2009/2010,5,2009-09-13 00:00:00,23,5,0,1,3.4,3.25,2.25,3.0,3.2,2.3,3.3,3.2,2.25,2.2,3.67,3.64,3.4,3.2,2.2,3.1,3.2,2.25,-1
717,2446,2009/2010,5,2009-09-12 00:00:00,17,8,2,3,2.6,3.2,2.8,2.4,3.2,2.85,2.6,3.25,2.7,2.2,3.67,3.64,2.5,3.2,2.88,2.5,3.2,2.7,-1
718,2447,2009/2010,5,2009-09-12 00:00:00,11,10,1,2,9.0,4.5,1.4,7.5,4.3,1.4,8.0,4.5,1.4,2.2,3.67,3.64,9.0,4.6,1.36,8.5,4.0,1.4,-1
719,2448,2009/2010,5,2009-09-12 00:00:00,20,4,1,0,2.3,3.25,3.25,2.2,3.2,3.2,2.25,3.3,3.2,2.2,3.67,3.64,2.25,3.2,3.25,2.2,3.25,3.1,1
720,2449,2009/2010,6,2009-09-20 00:00:00,1,18,4,3,1.57,4.0,6.0,1.6,3.6,5.6,1.62,3.75,5.5,2.2,3.67,3.64,1.62,3.75,5.5,1.6,3.6,5.5,1
721,2450,2009/2010,6,2009-09-19 00:00:00,2,20,4,0,1.25,5.5,13.0,1.22,5.3,13.0,1.22,6.5,11.0,2.2,3.67,3.64,1.22,5.5,15.0,1.25,5.5,10.0,1
722,2451,2009/2010,6,2009-09-19 00:00:00,4,12,2,3,6.5,4.0,1.53,6.0,3.7,1.55,6.0,3.75,1.57,2.2,3.67,3.64,6.5,3.8,1.53,6.5,3.6,1.53,-1
723,2452,2009/2010,6,2009-09-19 00:00:00,5,17,2,0,1.4,4.2,10.0,1.43,4.0,7.6,1.36,4.5,9.0,2.2,3.67,3.64,1.4,4.2,9.0,1.4,4.0,8.5,1
724,2453,2009/2010,6,2009-09-20 00:00:00,6,19,3,0,1.8,3.3,5.0,1.75,3.5,4.6,1.8,3.5,4.5,2.2,3.67,3.64,1.8,3.4,4.6,1.83,3.25,4.33,1
725,2454,2009/2010,6,2009-09-20 00:00:00,21,14,2,1,2.5,3.25,2.88,2.4,3.2,2.85,2.6,3.3,2.62,2.2,3.67,3.64,2.5,3.2,2.88,2.5,3.2,2.7,1
726,2455,2009/2010,6,2009-09-19 00:00:00,8,11,1,1,2.1,3.25,3.75,2.1,3.25,3.4,2.1,3.25,3.6,2.2,3.67,3.64,2.05,3.25,3.75,2.1,3.2,3.4,0
727,2456,2009/2010,6,2009-09-19 00:00:00,9,23,0,1,2.4,3.25,3.0,2.3,3.2,3.0,2.3,3.3,3.1,2.2,3.67,3.64,2.38,3.25,3.0,2.4,3.2,2.9,-1
728,2457,2009/2010,6,2009-09-19 00:00:00,22,3,3,1,2.88,3.25,2.5,2.55,3.2,2.65,2.8,3.3,2.5,2.2,3.67,3.64,2.88,3.2,2.5,2.7,3.2,2.5,1
729,2458,2009/2010,6,2009-09-20 00:00:00,10,15,3,0,1.5,4.0,7.0,1.55,3.7,6.0,1.5,4.0,7.0,2.2,3.67,3.64,1.44,4.2,7.5,1.5,3.6,6.5,1
730,2459,2009/2010,7,2009-09-26 00:00:00,12,9,6,1,1.14,7.5,23.0,1.15,6.5,15.0,1.14,7.5,17.0,2.2,3.67,3.64,1.14,7.0,19.0,1.12,6.5,17.0,1
731,2460,2009/2010,7,2009-09-26 00:00:00,15,22,5,0,1.33,5.0,10.0,1.35,4.5,8.5,1.3,5.0,10.0,2.2,3.67,3.64,1.33,4.8,9.0,1.3,4.5,9.5,1
732,2461,2009/2010,7,2009-09-26 00:00:00,20,10,3,1,10.0,5.0,1.33,8.5,4.5,1.35,11.0,5.0,1.29,2.2,3.67,3.64,10.0,5.0,1.3,9.5,4.5,1.3,1
733,2462,2009/2010,7,2009-09-27 00:00:00,3,21,5,2,1.73,3.6,5.0,1.75,3.5,4.6,1.73,3.5,5.0,2.2,3.67,3.64,1.7,3.6,5.0,1.67,3.4,5.0,1
734,2463,2009/2010,7,2009-09-26 00:00:00,11,1,0,2,8.5,4.5,1.4,7.5,4.3,1.4,10.0,4.5,1.33,2.2,3.67,3.64,9.0,4.5,1.36,7.5,4.0,1.4,-1
735,2464,2009/2010,7,2009-09-26 00:00:00,17,6,0,1,4.2,3.4,1.91,3.9,3.3,1.9,4.33,3.5,1.83,2.2,3.67,3.64,4.0,3.3,1.95,3.75,3.25,1.91,-1
736,2465,2009/2010,7,2009-09-28 00:00:00,18,4,3,1,1.44,4.33,7.5,1.45,4.0,7.0,1.4,4.5,8.0,2.2,3.67,3.64,1.4,4.33,8.0,1.4,4.0,7.5,1
737,2466,2009/2010,7,2009-09-26 00:00:00,14,2,0,1,6.5,4.0,1.53,6.0,3.7,1.55,6.5,3.6,1.57,2.2,3.67,3.64,7.5,3.75,1.5,5.5,3.6,1.57,-1
738,2467,2009/2010,7,2009-09-26 00:00:00,19,5,2,1,3.1,3.25,2.38,2.85,3.2,2.4,3.1,3.25,2.3,2.2,3.67,3.64,3.1,3.3,2.25,2.9,3.25,2.2,1
739,2468,2009/2010,7,2009-09-26 00:00:00,23,8,1,2,2.2,3.25,3.4,2.1,3.25,3.4,2.25,3.25,3.25,2.2,3.67,3.64,2.2,3.3,3.25,2.1,3.2,3.2,-1
740,2469,2009/2010,8,2009-10-03 00:00:00,1,3,2,2,1.2,6.5,15.0,1.17,6.0,15.0,1.2,6.5,13.0,2.2,3.67,3.64,1.17,5.5,12.0,1.2,6.0,11.0,0
741,2470,2009/2010,8,2009-10-03 00:00:00,21,17,0,1,2.0,3.4,3.8,2.2,3.3,3.1,2.0,3.4,3.75,2.2,3.67,3.64,1.91,3.25,3.4,2.1,3.25,3.25,-1
742,2471,2009/2010,8,2009-10-04 00:00:00,4,14,2,2,2.2,3.25,3.4,2.1,3.3,3.35,2.2,3.3,3.3,2.2,3.67,3.64,2.0,3.2,3.2,2.1,3.2,3.4,0
743,2472,2009/2010,8,2009-10-04 00:00:00,6,11,1,1,1.57,4.0,6.0,1.5,3.9,6.5,1.57,3.6,6.5,2.2,3.67,3.64,1.53,3.5,5.5,1.57,3.5,5.5,0
744,2473,2009/2010,8,2009-10-04 00:00:00,10,12,2,0,2.1,3.3,3.6,2.1,3.2,3.45,2.1,3.2,3.6,2.2,3.67,3.64,2.1,3.1,3.1,2.2,3.1,3.25,1
745,2474,2009/2010,8,2009-10-03 00:00:00,22,23,2,1,2.3,3.25,3.2,2.3,3.3,2.9,2.2,3.3,3.3,2.2,3.67,3.64,2.1,3.2,3.0,2.2,3.2,3.2,1
746,2475,2009/2010,8,2009-10-03 00:00:00,8,15,2,2,3.8,3.6,1.95,3.6,3.3,2.0,4.0,3.4,1.91,2.2,3.67,3.64,4.0,3.4,1.91,3.75,3.4,1.91,0
747,2476,2009/2010,8,2009-10-03 00:00:00,9,20,2,1,2.88,3.3,2.5,2.6,3.2,2.6,2.88,3.3,2.4,2.2,3.67,3.64,2.62,3.2,2.3,2.75,3.3,2.4,1
748,2477,2009/2010,8,2009-10-05 00:00:00,5,18,1,1,2.75,3.25,2.63,2.6,3.2,2.6,2.62,3.3,2.62,2.2,3.67,3.64,2.62,3.3,2.62,2.6,3.2,2.6,0
749,2478,2009/2010,8,2009-10-04 00:00:00,2,19,6,2,1.2,6.5,15.0,1.2,5.5,14.0,1.2,6.5,13.0,2.2,3.67,3.64,1.2,5.0,11.0,1.2,6.0,11.0,1
750,2479,2009/2010,9,2009-10-17 00:00:00,11,4,2,1,2.1,3.3,3.6,2.1,3.25,3.4,2.1,3.3,3.5,2.2,3.67,3.64,2.15,3.3,3.4,2.0,3.3,3.4,1
751,2480,2009/2010,9,2009-10-17 00:00:00,1,8,2,1,1.2,5.5,13.0,1.2,5.5,14.0,1.2,6.5,13.0,2.2,3.67,3.64,1.2,5.0,11.0,1.18,6.0,11.0,1
752,2481,2009/2010,9,2009-10-19 00:00:00,14,9,2,0,1.67,3.6,5.5,1.7,3.5,4.9,1.62,3.75,5.5,2.2,3.67,3.64,1.62,3.75,5.5,1.67,3.4,4.5,1
753,2482,2009/2010,9,2009-10-17 00:00:00,6,21,1,1,1.44,4.2,6.5,1.45,4.0,7.0,1.5,4.0,7.0,2.2,3.67,3.64,1.44,4.0,8.0,1.44,3.6,7.0,0
754,2483,2009/2010,9,2009-10-18 00:00:00,19,22,3,2,1.73,3.6,5.0,1.75,3.5,4.6,1.8,3.5,4.5,2.2,3.67,3.64,1.75,3.4,5.0,1.75,3.5,4.5,1
755,2484,2009/2010,9,2009-10-17 00:00:00,5,10,2,1,4.5,3.6,1.8,4.0,3.4,1.85,4.5,3.5,1.8,2.2,3.67,3.64,4.6,3.4,1.8,4.33,3.4,1.8,1
756,2485,2009/2010,9,2009-10-17 00:00:00,3,12,1,0,4.2,3.4,1.91,4.6,3.5,1.75,4.5,3.5,1.8,2.2,3.67,3.64,4.6,3.4,1.8,4.0,3.4,1.8,1
757,2486,2009/2010,9,2009-10-18 00:00:00,20,18,1,1,5.0,3.6,1.73,4.6,3.5,1.75,5.0,3.5,1.73,2.2,3.67,3.64,5.0,3.5,1.73,4.5,3.4,1.7,0
758,2487,2009/2010,9,2009-10-17 00:00:00,17,15,1,2,4.5,3.5,1.83,4.3,3.4,1.8,4.5,3.5,1.8,2.2,3.67,3.64,4.6,3.4,1.8,4.0,3.4,1.8,-1
759,2488,2009/2010,9,2009-10-17 00:00:00,2,23,3,1,1.17,7.0,19.0,1.2,5.5,14.0,1.17,7.0,15.0,2.2,3.67,3.64,1.17,7.0,17.0,1.14,6.0,15.0,1
760,2489,2010/2011,1,2010-08-14 00:00:00,5,4,3,0,2.0,3.3,4.0,1.8,3.4,4.0,1.83,3.4,4.33,2.2,3.67,3.64,1.91,3.25,4.33,2.0,3.25,4.2,1
761,2490,2010/2011,1,2010-08-14 00:00:00,19,6,1,0,2.88,3.25,2.5,2.55,3.2,2.5,2.8,3.3,2.5,2.2,3.67,3.64,2.88,3.2,2.5,3.1,3.3,2.38,1
762,2491,2010/2011,1,2010-08-14 00:00:00,8,14,0,0,2.2,3.3,3.4,2.2,3.2,3.0,2.25,3.3,3.2,2.2,3.67,3.64,2.15,3.2,3.5,2.2,3.3,3.4,0
763,2492,2010/2011,1,2010-08-14 00:00:00,10,16,6,0,1.17,7.0,17.0,1.15,6.2,14.0,1.14,7.5,19.0,2.2,3.67,3.64,1.17,6.5,19.0,1.17,7.5,19.0,1
764,2493,2010/2011,1,2010-08-15 00:00:00,12,2,1,1,2.5,3.25,2.88,2.4,3.2,2.7,2.4,3.3,2.88,2.2,3.67,3.64,2.5,3.2,2.88,2.5,3.2,3.0,0
765,2494,2010/2011,1,2010-08-16 00:00:00,1,13,3,0,1.25,5.5,15.0,1.22,5.3,11.0,1.25,5.5,12.0,2.2,3.67,3.64,1.22,6.0,13.0,1.22,6.0,15.0,1
766,2495,2010/2011,1,2010-08-14 00:00:00,3,23,2,2,2.1,3.3,3.6,2.1,3.2,3.2,2.1,3.3,3.5,2.2,3.67,3.64,2.15,3.2,3.5,2.2,3.25,3.5,0
767,2496,2010/2011,1,2010-08-14 00:00:00,15,18,0,0,2.4,3.3,3.0,2.4,3.2,2.7,2.3,3.3,3.0,2.2,3.67,3.64,2.38,3.25,3.0,2.3,3.4,3.1,0
768,2497,2010/2011,1,2010-08-14 00:00:00,21,11,2,1,2.3,3.25,3.2,2.3,3.2,2.8,2.25,3.3,3.2,2.2,3.67,3.64,2.3,3.2,3.2,2.3,3.25,3.3,1
769,2498,2010/2011,1,2010-08-14 00:00:00,20,24,0,4,1.83,3.5,4.5,1.9,3.3,3.7,1.8,3.5,4.5,2.2,3.67,3.64,1.75,3.4,5.0,1.83,3.4,4.75,-1
770,2499,2010/2011,10,2010-10-30 00:00:00,1,15,2,0,1.57,4.0,6.0,1.6,3.6,5.0,1.62,3.75,5.5,2.2,3.67,3.64,1.62,3.75,5.5,1.62,4.2,6.0,1
771,2500,2010/2011,10,2010-10-30 00:00:00,2,4,1,0,1.17,7.0,17.0,1.2,5.5,12.0,1.17,7.0,15.0,2.2,3.67,3.64,1.17,7.0,15.0,1.18,7.5,19.0,1
772,2501,2010/2011,10,2010-10-31 00:00:00,5,23,0,0,1.8,3.6,4.5,1.8,3.4,4.0,1.83,3.4,4.5,2.2,3.67,3.64,1.83,3.5,4.33,1.83,3.5,5.0,0
773,2502,2010/2011,10,2010-10-30 00:00:00,6,11,1,0,1.57,3.75,6.5,1.6,3.6,5.0,1.57,3.75,6.0,2.2,3.67,3.64,1.57,3.5,7.0,1.57,4.0,7.0,1
774,2503,2010/2011,10,2010-10-31 00:00:00,13,3,5,1,2.2,3.2,3.5,2.1,3.2,3.2,2.2,3.3,3.3,2.2,3.67,3.64,2.15,3.3,3.4,2.2,3.3,3.6,1
775,2504,2010/2011,10,2010-10-30 00:00:00,21,18,2,1,5.5,3.4,1.73,4.4,3.5,1.7,5.5,3.5,1.67,2.2,3.67,3.64,5.0,3.5,1.73,5.5,3.6,1.73,1
776,2505,2010/2011,10,2010-10-30 00:00:00,19,10,1,2,7.5,4.33,1.44,6.5,3.8,1.47,7.0,4.0,1.5,2.2,3.67,3.64,7.5,4.2,1.44,9.0,4.4,1.44,-1
777,2506,2010/2011,10,2010-10-30 00:00:00,14,20,2,0,1.91,3.4,4.2,1.9,3.3,3.7,1.83,3.5,4.33,2.2,3.67,3.64,1.83,3.4,4.5,1.91,3.5,4.5,1
778,2507,2010/2011,10,2010-10-31 00:00:00,8,12,0,1,3.4,3.25,2.2,2.8,3.2,2.3,3.3,3.3,2.2,2.2,3.67,3.64,3.2,3.3,2.25,3.4,3.3,2.3,-1
779,2508,2010/2011,10,2010-11-01 00:00:00,24,16,2,1,2.9,3.25,2.5,2.55,3.2,2.55,2.8,3.3,2.5,2.2,3.67,3.64,2.75,3.3,2.5,3.0,3.3,2.5,1
780,2509,2010/2011,11,2010-11-06 00:00:00,1,21,2,1,1.22,6.0,15.0,1.2,5.5,12.0,1.2,6.5,13.0,2.2,3.67,3.64,1.25,5.0,15.0,1.22,6.5,17.0,1
781,2510,2010/2011,11,2010-11-07 00:00:00,2,13,0,1,1.29,5.5,11.0,1.25,5.0,10.0,1.22,6.0,12.0,2.2,3.67,3.64,1.3,5.0,11.0,1.29,6.0,12.0,-1
782,2511,2010/2011,11,2010-11-07 00:00:00,12,10,2,0,3.8,3.4,2.0,3.2,3.2,2.1,3.75,3.4,2.0,2.2,3.67,3.64,3.75,3.1,2.1,3.8,3.4,2.1,1
783,2512,2010/2011,11,2010-11-06 00:00:00,3,11,2,0,2.1,3.2,3.75,2.0,3.2,3.4,2.1,3.3,3.5,2.2,3.67,3.64,2.15,3.1,3.6,2.1,3.25,4.0,1
784,2513,2010/2011,11,2010-11-06 00:00:00,19,20,2,1,1.8,3.6,4.5,1.85,3.3,3.9,1.83,3.4,4.5,2.2,3.67,3.64,1.83,3.4,4.5,1.8,3.6,5.0,1
785,2514,2010/2011,11,2010-11-06 00:00:00,14,5,1,1,2.2,3.25,3.4,2.3,3.1,2.9,2.25,3.25,3.2,2.2,3.67,3.64,2.2,3.1,3.5,2.2,3.3,3.5,0
786,2515,2010/2011,11,2010-11-06 00:00:00,23,4,2,2,1.91,3.4,4.2,2.0,3.2,3.4,1.91,3.4,4.0,2.2,3.67,3.64,1.95,3.3,4.0,2.0,3.4,4.2,0
787,2516,2010/2011,11,2010-11-06 00:00:00,8,15,4,2,3.0,3.3,2.4,2.8,3.2,2.3,3.0,3.25,2.38,2.2,3.67,3.64,3.0,3.0,2.5,3.1,3.4,2.4,1
788,2517,2010/2011,11,2010-11-07 00:00:00,16,18,0,2,3.6,3.3,2.1,3.2,3.2,2.1,3.5,3.3,2.1,2.2,3.67,3.64,3.5,3.2,2.15,3.8,3.4,2.1,-1
789,2518,2010/2011,11,2010-11-06 00:00:00,24,6,2,2,4.5,3.6,1.8,4.0,3.4,1.8,4.5,3.5,1.8,2.2,3.67,3.64,4.5,3.4,1.83,5.0,3.6,1.83,0
790,2519,2010/2011,12,2010-11-09 00:00:00,15,3,1,1,1.53,4.0,6.5,1.55,3.7,5.4,1.53,3.75,6.5,2.2,3.67,3.64,1.57,3.8,6.0,1.57,4.0,7.0,0
791,2520,2010/2011,12,2010-11-10 00:00:00,4,16,2,2,2.3,3.25,3.2,2.2,3.2,3.0,2.38,3.25,3.0,2.2,3.67,3.64,2.38,3.3,2.9,2.3,3.4,3.25,0
792,2521,2010/2011,12,2010-11-10 00:00:00,21,2,0,2,5.5,3.6,1.67,4.6,3.5,1.65,6.0,3.75,1.57,2.2,3.67,3.64,6.0,3.75,1.57,6.0,3.8,1.67,-1
793,2522,2010/2011,12,2010-11-09 00:00:00,11,23,3,2,2.1,3.2,3.75,2.1,3.2,3.2,2.1,3.3,3.5,2.2,3.67,3.64,2.05,3.25,3.75,2.1,3.3,3.8,1
794,2523,2010/2011,12,2010-11-10 00:00:00,20,12,1,1,4.75,3.6,1.75,4.3,3.4,1.75,4.5,3.75,1.73,2.2,3.67,3.64,4.8,3.6,1.73,5.0,3.75,1.8,0
795,2524,2010/2011,12,2010-11-10 00:00:00,5,24,3,2,1.62,3.75,6.0,1.6,3.6,5.0,1.57,3.75,6.0,2.2,3.67,3.64,1.62,3.75,5.5,1.67,3.8,6.0,1
796,2525,2010/2011,12,2010-11-10 00:00:00,6,8,1,1,1.62,3.75,6.0,1.65,3.5,4.6,1.67,3.5,5.5,2.2,3.67,3.64,1.62,3.75,5.5,1.62,3.75,6.5,0
797,2526,2010/2011,12,2010-11-10 00:00:00,13,19,1,2,1.91,3.4,4.2,1.9,3.3,3.7,2.0,3.4,3.75,2.2,3.67,3.64,1.95,3.3,4.0,1.95,3.5,4.2,-1
798,2527,2010/2011,12,2010-11-10 00:00:00,18,1,0,0,2.63,3.25,2.75,2.65,3.3,2.4,2.62,3.3,2.62,2.2,3.67,3.64,2.7,3.1,2.7,2.62,3.3,2.88,0
799,2528,2010/2011,12,2010-11-10 00:00:00,10,14,1,0,1.2,6.5,15.0,1.2,5.5,12.0,1.2,6.5,13.0,2.2,3.67,3.64,1.22,5.5,15.0,1.22,6.5,17.0,1
800,2529,2010/2011,13,2010-11-13 00:00:00,15,19,4,2,1.57,3.8,6.5,1.55,3.7,5.4,1.62,3.75,5.5,2.2,3.67,3.64,1.62,3.6,6.0,1.62,4.0,6.5,1
801,2530,2010/2011,13,2010-11-13 00:00:00,4,24,0,0,1.91,3.6,4.0,1.9,3.3,3.7,1.91,3.6,3.8,2.2,3.67,3.64,1.91,3.4,4.0,1.91,3.6,4.33,0
802,2531,2010/2011,13,2010-11-13 00:00:00,5,1,2,2,4.5,3.6,1.8,3.7,3.3,1.9,4.5,3.5,1.8,2.2,3.67,3.64,4.5,3.3,1.85,5.0,3.6,1.83,0
803,2532,2010/2011,13,2010-11-14 00:00:00,6,2,1,2,3.4,3.3,2.2,3.2,3.2,2.1,3.25,3.25,2.25,2.2,3.67,3.64,3.3,3.2,2.25,3.4,3.4,2.25,-1
